issue_number,draw_date,red_ball_1,red_ball_2,red_ball_3,red_ball_4,red_ball_5,red_ball_6,blue_ball_1,sales_amount,jackpot_amount
18014,103,9,12,20,24,28,31,7,5970693,
18013,99,6,8,13,15,22,33,6,7002470,
18012,129,11,12,13,19,26,28,12,7195022,
18011,138,3,10,21,23,27,33,11,7356371,
18010,71,1,8,17,20,21,22,3,8085375,
18009,221,5,10,17,23,26,32,7,5477449,
18008,144,5,9,10,12,17,19,13,6571365,
18007,132,13,14,20,25,27,31,12,7274011,
18006,172,2,7,8,9,17,29,11,6856113,
18005,68,2,20,21,28,31,33,6,10000000,
18004,55,14,18,19,26,30,31,11,6082556,
18003,167,1,14,16,17,20,31,4,10000000,
18002,94,7,18,24,29,31,33,16,10000000,
18001,191,1,8,11,26,28,31,4,5825255,
17154,141,5,9,13,15,18,26,5,7280114,
17153,165,7,11,12,13,18,19,16,10000000,
17152,129,6,10,23,25,26,29,5,7027612,
17151,171,2,5,7,9,11,27,16,8891264,
17150,82,6,14,19,20,21,23,8,6900101,
17149,1126,5,8,15,20,27,30,13,5031231,
17148,274,4,7,11,14,29,32,12,6272562,
17147,131,3,7,20,21,25,31,14,10000000,
17146,252,1,19,25,26,27,33,10,5802209,
17145,458,2,6,12,17,25,28,12,5380151,
17144,54,3,14,16,20,31,32,9,6316343,
17143,164,4,6,9,14,20,29,14,6687672,
17142,149,8,13,14,18,23,33,6,7643652,
17141,78,1,6,7,11,13,15,5,7854635,
17140,83,21,22,25,28,29,30,8,6035870,
17139,92,2,14,20,24,28,32,16,9828398,
17138,79,1,17,24,28,32,33,2,9039634,
17137,146,5,10,20,23,26,31,3,7917073,
17136,216,3,7,10,18,21,24,12,5952821,
17135,147,1,6,7,14,18,26,16,7923669,
17134,99,4,5,11,14,28,32,4,6040990,
17133,223,6,15,17,18,23,30,11,8327342,
17132,139,2,3,5,9,13,28,11,8820665,
17131,131,1,7,10,11,26,27,11,5513378,
17130,211,5,13,14,23,25,31,2,10000000,
17129,116,5,6,9,14,21,33,2,10000000,
17128,111,2,6,13,22,29,31,8,5186374,
17127,63,14,15,21,24,27,32,12,9376343,
17126,63,1,16,17,21,27,30,16,7757297,
17125,133,1,14,23,25,29,30,3,7793201,
17124,126,2,6,11,26,28,29,3,6981077,
17123,237,4,5,6,11,21,31,10,5768364,
17122,52,11,20,21,22,24,27,15,9322578,
17121,136,11,18,19,22,24,32,7,7294152,
17120,192,8,10,15,19,23,28,16,9211061,
17119,127,9,16,21,25,26,31,14,6673237,
17118,123,8,9,15,22,30,33,16,6730422,
17117,53,1,2,8,11,14,21,9,8633236,
17116,85,2,14,20,22,30,32,2,6537998,
17115,128,4,10,11,25,30,31,1,8233631,
17114,89,6,12,13,15,18,26,13,9187872,
17113,75,4,6,16,27,29,33,5,8403060,
17112,76,3,10,14,16,22,23,11,10000000,
17111,99,5,10,17,19,29,32,12,5921674,
17110,68,1,3,12,15,19,23,14,10000000,
17109,96,8,14,16,18,21,23,16,10000000,
17108,113,7,12,14,15,17,20,1,8141359,
17107,202,8,9,15,17,30,32,6,5814695,
17106,82,12,15,20,25,27,31,2,10000000,
17105,254,3,6,7,12,25,26,7,5091000,
17104,93,1,14,15,20,23,30,14,10000000,
17103,64,1,21,23,25,31,33,1,7401779,
17102,150,4,8,10,14,18,20,11,5682901,
17101,51,1,4,11,28,31,32,16,10000000,
17100,117,4,7,8,18,23,24,2,6241187,
17099,142,2,5,6,16,28,29,4,5455945,
17098,93,4,19,22,27,30,33,1,5401390,
17097,183,5,10,18,19,30,31,3,6980859,
17096,165,2,6,11,12,19,29,6,6270042,
17095,332,9,10,12,19,22,29,16,6159602,
17094,128,8,11,13,19,28,31,6,6630843,
17093,238,7,8,9,15,22,27,12,5290308,
17092,131,10,18,19,29,32,33,9,9605819,
17091,141,5,7,10,23,28,29,3,8923729,
17090,84,1,7,10,16,22,33,9,8842613,
17089,69,11,12,13,16,23,25,12,10000000,
17088,406,7,9,18,22,23,29,6,6725767,
17087,105,3,6,13,14,19,28,6,5785674,
17086,73,3,5,6,13,20,22,7,7211165,
17085,148,1,5,6,16,25,30,9,6315240,
17084,98,1,5,11,20,22,24,2,7021235,
17083,161,3,8,14,20,24,26,12,6005980,
17082,120,14,18,21,25,28,29,10,6764976,
17081,134,3,5,14,25,26,30,5,7764217,
17080,103,1,12,16,20,22,24,8,6418690,
17079,107,3,7,14,23,25,27,8,7420610,
17078,160,5,7,18,19,22,24,16,7387529,
17077,93,1,2,4,15,17,22,14,9715359,
17076,115,1,4,8,9,14,15,13,7321488,
17075,90,1,3,6,19,21,29,7,6363935,
17074,548,2,6,16,23,30,31,2,6194147,
17073,173,3,6,16,23,26,30,14,7099806,
17072,94,6,11,14,23,26,30,2,6667226,
17071,51,2,3,6,14,31,32,3,10000000,
17070,92,1,6,14,22,25,26,12,9143511,
17069,98,2,11,12,23,29,31,5,10000000,
17068,102,2,6,10,22,30,31,15,8099564,
17067,131,1,3,4,10,18,29,4,7036216,
17066,103,1,4,6,17,19,26,3,7075823,
17065,181,2,5,8,10,12,21,7,5907122,
17064,158,2,10,16,22,24,28,15,9001480,
17063,246,12,16,20,22,25,31,4,10000000,
17062,50,1,7,22,24,26,31,10,10000000,
17061,236,6,7,12,20,26,27,11,5719289,
17060,113,5,10,13,24,26,31,4,9226054,
17059,222,4,8,9,15,19,25,9,5191242,
17058,111,1,9,13,22,28,32,11,7035961,
17057,71,18,20,22,23,30,31,16,6821373,
17056,184,13,14,18,19,21,28,6,7367832,
17055,109,7,12,13,20,24,31,5,5718169,
17054,73,2,3,9,23,28,33,8,10000000,
17053,77,4,9,11,15,29,31,6,7534369,
17052,182,7,8,18,24,29,31,7,8409592,
17051,194,2,5,9,15,24,25,11,6175841,
17050,64,10,12,20,24,27,29,7,8309640,
17049,113,1,8,14,15,20,29,10,7636512,
17048,107,5,8,9,14,15,19,7,5831308,
17047,181,2,5,8,10,32,33,2,7801881,
17046,95,4,13,14,23,26,32,10,7608231,
17045,99,5,7,16,20,21,25,5,9399507,
17044,81,8,16,19,21,31,32,6,6015002,
17043,170,8,13,16,23,27,31,8,8333883,
17042,69,1,2,4,7,10,23,4,7650480,
17041,114,4,10,13,15,22,27,4,5832574,
17040,82,15,19,23,28,29,33,4,5740931,
17039,109,2,4,12,14,17,24,15,10000000,
17038,191,1,4,8,13,24,27,5,8797176,
17037,102,11,15,20,22,25,30,5,7634270,
17036,134,1,2,5,10,24,27,15,10000000,
17035,164,1,6,14,24,28,32,12,5671583,
17034,146,4,7,8,19,32,33,13,7191847,
17033,205,5,7,15,20,23,30,15,6829933,
17032,284,5,8,15,24,27,31,11,5000000,
17031,344,6,10,16,26,27,29,3,5458217,
17030,81,1,7,9,20,23,30,2,9250716,
17029,53,2,15,21,23,25,30,10,9172154,
17028,152,7,8,12,13,22,30,9,6700085,
17027,76,2,4,11,14,27,30,5,9954368,
17026,385,3,10,12,19,27,30,8,5346265,
17025,176,2,15,16,17,22,32,7,6246929,
17024,120,9,21,25,26,29,31,13,8107050,
17023,108,1,3,4,11,18,22,14,10000000,
17022,63,2,6,15,16,18,32,15,10000000,
17021,115,2,5,10,22,32,33,9,6097279,
17020,87,4,8,10,12,31,33,10,8928802,
17019,111,4,6,8,12,23,25,8,8296217,
17018,91,1,2,3,17,25,31,9,7041328,
17017,120,3,7,8,10,22,23,12,7986377,
17016,222,5,8,16,22,27,29,2,6237727,
17015,101,1,8,9,14,17,32,1,9713530,
17014,144,6,8,18,20,23,31,13,8280828,
17013,99,8,11,28,29,31,33,6,6997500,
17012,80,10,11,14,15,16,24,7,7016617,
17011,229,10,11,12,23,26,29,16,6835064,
17010,231,5,8,19,25,28,30,7,5251359,
17009,145,2,6,8,9,15,29,14,6976497,
17008,165,7,13,15,27,28,29,13,6455001,
17007,62,2,4,5,24,26,33,15,8376630,
17006,70,2,4,8,26,29,33,8,6946576,
17005,204,6,11,12,22,23,30,5,6083962,
17004,294,5,13,17,26,27,30,7,5946813,
17003,80,1,4,8,15,27,32,16,10000000,
17002,67,15,19,23,24,25,32,3,10000000,
17001,184,9,11,14,20,25,26,15,7522351,
16153,247,7,9,16,24,25,29,6,7932287,
16152,247,2,8,9,16,20,22,7,5986457,
16151,130,6,11,16,20,22,33,7,6923271,
16150,140,2,4,5,9,13,21,5,5849327,
16149,77,3,20,23,26,32,33,7,7413987,
16148,158,1,2,11,20,26,30,14,7088635,
16147,113,4,14,18,28,31,32,12,8475931,
16146,133,3,7,15,16,17,23,10,7329207,
16145,157,1,3,7,12,19,20,6,6264341,
16144,86,4,10,12,27,32,33,5,6201501,
16143,143,6,9,23,24,25,33,13,9007647,
16142,85,1,10,17,21,23,30,12,6818174,
16141,106,4,13,15,17,21,24,15,8186439,
16140,84,1,2,5,17,26,32,10,5846950,
16139,94,1,6,19,26,28,30,3,9936561,
16138,160,7,16,20,24,25,30,7,6052114,
16137,90,1,6,9,10,15,32,14,9970303,
16136,117,2,7,10,20,27,29,3,7561764,
16135,172,2,8,10,18,20,33,12,5536282,
16134,107,11,12,13,14,18,33,13,7841027,
16133,242,15,16,21,22,27,33,15,5803188,
16132,358,5,8,13,19,27,28,7,5063186,
16131,112,4,10,18,19,25,27,2,9353816,
16130,88,3,17,21,23,27,28,1,7792864,
16129,107,5,6,8,21,31,33,14,10000000,
16128,216,4,9,11,17,26,27,13,6039764,
16127,127,7,12,17,26,29,31,16,10000000,
16126,182,2,6,12,17,18,19,10,10000000,
16125,94,1,6,8,20,27,30,3,5815990,
16124,120,9,15,21,24,27,32,10,8691225,
16123,191,7,9,12,14,20,27,16,10000000,
16122,96,15,22,23,24,28,29,8,7245796,
16121,106,2,3,10,23,25,28,9,8817083,
16120,139,2,5,6,21,25,28,9,7457159,
16119,353,9,19,21,30,31,32,4,9261565,
16118,97,9,14,22,23,31,33,14,10000000,
16117,167,3,10,14,17,28,33,2,6037315,
16116,52,7,18,20,23,27,31,13,7593721,
16115,62,6,8,20,22,26,27,9,6239088,
16114,103,5,16,20,22,27,29,9,5225680,
16113,95,1,11,16,17,20,26,14,7750731,
16112,105,6,12,14,15,18,25,12,6869523,
16111,68,2,4,7,14,15,32,4,10000000,
16110,55,5,7,28,31,32,33,8,7249839,
16109,93,9,11,15,16,27,33,5,6719240,
16108,174,2,3,7,8,19,26,16,7828306,
16107,230,6,11,18,26,27,32,1,6252404,
16106,119,4,5,13,22,25,30,4,8341196,
16105,153,8,10,19,27,28,31,16,6419550,
16104,72,5,9,11,18,30,31,4,10000000,
16103,116,1,5,13,19,24,27,11,5957211,
16102,339,5,8,10,14,17,30,13,6951119,
16101,45,1,3,19,24,32,33,1,10000000,
16100,87,3,10,22,23,27,29,4,9565716,
16099,111,1,11,21,23,27,33,6,8811192,
16098,63,2,8,25,29,31,32,6,9434877,
16097,101,6,13,25,26,28,31,1,6754677,
16096,110,6,13,14,21,22,24,16,8412890,
16095,73,1,5,9,12,18,32,12,7075631,
16094,83,6,7,10,12,18,31,10,8445845,
16093,131,6,9,15,17,25,27,9,5501160,
16092,97,2,13,15,23,24,29,6,5173091,
16091,226,4,8,14,22,23,28,7,5986530,
16090,164,2,13,17,20,21,26,7,5443624,
16089,48,1,3,14,30,31,32,8,5749899,
16088,79,3,14,16,18,25,33,15,8643396,
16087,84,2,3,10,11,14,21,12,10000000,
16086,62,9,10,11,12,15,32,5,7936358,
16085,245,1,12,19,20,21,25,16,7380661,
16084,101,2,4,12,18,24,26,5,7742405,
16083,99,9,16,17,24,30,31,4,7237320,
16082,89,6,12,14,15,17,20,9,6151036,
16081,73,2,6,15,25,30,32,7,9665516,
16080,88,1,16,17,24,25,32,14,9610776,
16079,101,1,3,10,12,24,28,2,10000000,
16078,65,2,4,8,23,26,29,2,8017845,
16077,93,1,9,17,19,20,29,10,8718169,
16076,112,7,8,13,22,30,32,1,8474321,
16075,65,1,3,6,16,29,32,7,0,
16074,154,6,10,11,12,20,25,12,5187134,
16073,80,9,11,12,15,16,20,13,7942362,
16072,79,5,16,19,22,24,25,2,10000000,
16071,83,19,21,26,28,29,32,1,10000000,
16070,264,3,6,11,18,23,29,1,7993400,
16069,168,8,10,11,20,21,27,11,7393248,
16068,58,8,19,23,28,31,32,1,10000000,
16067,117,9,13,18,20,27,31,4,8650159,
16066,207,3,7,13,18,19,20,5,5930886,
16065,87,13,16,22,25,26,27,14,10000000,
16064,116,3,12,14,17,19,26,3,6487602,
16063,83,16,17,18,23,28,32,7,0,
16062,116,12,13,15,18,19,21,9,10000000,
16061,127,5,6,8,18,20,32,8,5446101,
16060,47,4,5,22,26,29,32,8,5000000,
16059,153,4,11,12,20,25,28,15,7152757,
16058,130,3,5,18,20,24,32,11,10000000,
16057,256,7,12,19,22,23,26,11,6474964,
16056,180,3,4,8,11,16,18,14,8206646,
16055,232,5,6,10,16,22,26,11,6427695,
16054,204,6,11,16,19,28,32,4,7321796,
16053,165,2,8,10,12,29,31,1,8788619,
16052,218,1,6,13,19,24,28,16,6940346,
16051,58,1,2,4,9,15,33,12,10000000,
16050,116,9,12,24,28,29,30,2,9301768,
16049,172,6,8,13,14,22,27,10,5991728,
16048,115,3,8,13,14,15,30,4,8287686,
16047,172,2,5,8,15,17,22,16,8760984,
16046,90,7,20,25,26,27,30,14,0,
16045,86,4,9,12,17,30,32,3,10000000,
16044,147,1,3,10,12,18,30,1,8428587,
16043,88,5,14,20,26,30,33,12,7763996,
16042,129,7,14,17,23,26,31,9,6077332,
16041,98,12,17,18,21,22,24,4,10000000,
16040,167,3,13,19,20,23,26,3,6812115,
16039,189,1,3,7,18,19,27,16,9538029,
16038,182,3,12,13,22,28,29,3,10000000,
16037,97,6,15,26,31,32,33,16,10000000,
16036,116,3,4,7,9,20,22,3,10000000,
16035,187,4,13,19,20,26,29,11,6488004,
16034,107,3,15,21,22,23,28,15,10000000,
16033,119,6,17,18,20,27,29,15,10000000,
16032,154,8,12,14,15,21,27,15,9626020,
16031,191,3,8,10,19,26,33,3,6468063,
16030,552,10,14,19,22,25,29,12,5069845,
16029,99,12,15,18,20,21,27,15,9326970,
16028,282,6,8,12,21,25,29,1,8456171,
16027,213,11,13,15,17,19,31,5,9925874,
16026,77,4,9,12,28,30,33,1,0,
16025,420,4,11,12,17,24,30,12,5788878,
16024,157,2,5,7,14,18,31,13,6751185,
16023,235,3,6,10,19,25,29,7,6248533,
16022,163,4,9,19,22,23,30,7,7138951,
16021,172,9,11,13,22,24,26,5,8805503,
16020,109,1,2,10,12,22,24,10,10000000,
16019,231,6,13,16,17,23,30,10,5193713,
16018,81,12,13,14,17,21,25,4,8773854,
16017,189,5,6,8,20,22,30,5,6145307,
16016,91,1,20,22,24,25,26,16,8896964,
16015,87,1,2,14,22,25,26,7,8614366,
16014,113,2,8,10,18,20,27,7,5259960,
16013,100,7,12,21,22,26,31,1,10000000,
16012,87,7,12,14,16,27,32,15,10000000,
16011,232,3,8,10,15,22,29,12,5379006,
16010,121,2,4,12,14,19,25,6,6423339,
16009,71,10,14,24,25,27,32,4,10000000,
16008,73,2,15,24,29,32,33,2,8931046,
16007,155,5,12,14,20,27,29,6,6279407,
16006,93,13,16,18,20,28,31,12,10000000,
16005,55,11,14,18,20,31,33,14,5280769,
16004,299,8,10,17,22,25,33,12,7069276,
16003,170,1,10,14,23,26,28,1,6751087,
16002,231,9,14,17,20,24,30,16,8790536,
16001,154,6,13,16,18,20,22,13,9582130,
15154,120,7,9,11,15,18,25,7,6389418,
15153,143,8,11,15,22,27,29,3,6165149,
15152,102,11,18,19,21,29,32,12,6193104,
15151,74,5,6,8,23,31,32,11,8865922,
15150,225,1,3,8,11,29,31,13,10000000,
15149,340,9,10,20,21,22,33,9,5301535,
15148,298,9,13,14,22,26,27,7,5603016,
15147,181,8,9,16,23,24,30,5,5490089,
15146,73,16,17,21,28,30,32,15,15000000,
15145,143,7,8,15,19,20,24,13,11042866,
15144,110,1,4,7,15,28,32,16,13347680,
15143,75,13,15,19,20,21,32,4,13732678,
15142,66,13,17,19,20,22,25,11,15000000,
15141,173,3,8,19,25,27,28,2,11187578,
15140,131,6,20,28,29,30,31,12,13972740,
15139,91,1,10,13,18,25,27,9,11728461,
15138,108,1,2,8,16,19,24,11,11032096,
15137,74,14,22,23,27,28,31,12,15000000,
15136,183,2,5,12,23,28,29,1,15000000,
15135,85,1,12,14,18,26,32,7,12239746,
15134,198,2,5,14,19,27,31,4,15000000,
15133,78,2,3,13,20,22,24,15,15000000,
15132,72,3,5,11,28,30,33,1,12829235,
15131,100,10,12,13,19,22,26,3,12572255,
15130,179,6,14,15,16,17,22,10,13469588,
15129,122,5,8,11,16,18,27,4,15000000,
15128,188,1,3,8,11,22,28,6,6078953,
15127,99,7,10,19,22,27,33,6,8214795,
15126,290,10,11,15,20,23,29,12,11422859,
15125,69,5,13,22,27,30,33,10,7002860,
15124,117,2,3,5,12,18,27,1,6650569,
15123,263,5,8,9,12,22,28,7,6960182,
15122,178,5,7,11,16,22,25,7,5486082,
15121,69,1,3,20,21,28,29,12,9842976,
15120,136,16,21,24,26,27,29,16,10000000,
15119,112,2,8,10,18,23,31,8,7323016,
15118,52,1,4,11,21,23,31,12,6660657,
15117,85,4,11,12,18,26,32,12,10000000,
15116,153,4,6,15,23,26,28,11,7393402,
15115,114,1,7,8,14,24,32,3,5332324,
15114,259,4,7,9,13,21,26,1,6206821,
15113,177,1,5,7,8,19,27,12,7964833,
15112,126,1,3,10,19,20,27,11,8273625,
15111,142,8,14,16,18,20,30,12,7615667,
15110,189,5,7,16,17,22,23,4,6534179,
15109,132,1,8,9,16,32,33,13,7968426,
15108,136,2,12,19,22,24,27,15,6645746,
15107,96,7,14,16,18,21,25,8,6913101,
15106,84,1,3,4,23,31,32,13,7715174,
15105,180,9,10,16,19,20,26,12,6067588,
15104,87,9,18,21,23,25,26,1,0,
15103,138,6,8,13,26,30,32,14,9692574,
15102,107,7,9,12,14,21,23,6,6521873,
15101,133,8,16,22,24,28,29,5,6617853,
15100,107,2,3,11,17,19,21,8,10000000,
15099,91,6,7,10,11,14,22,9,6792739,
15098,145,6,9,13,26,27,33,1,10000000,
15097,827,9,12,14,20,26,27,4,6333323,
15096,100,6,16,17,23,24,31,7,6195096,
15095,76,4,15,21,28,30,31,4,8725465,
15094,85,1,4,6,13,16,17,10,7135415,
15093,97,1,3,13,21,25,31,8,7438046,
15092,359,9,15,19,21,26,27,1,9035361,
15091,105,5,7,17,19,22,31,11,9088608,
15090,50,10,12,14,22,25,33,15,10000000,
15089,94,12,14,19,27,28,29,1,10000000,
15088,41,2,12,20,24,29,31,9,6015726,
15087,136,9,15,16,19,20,28,11,10000000,
15086,115,5,6,8,16,18,22,12,7078639,
15085,100,2,8,25,27,28,29,5,10000000,
15084,69,15,18,20,22,28,29,15,10000000,
15083,235,6,7,16,18,29,32,5,5885655,
15082,97,2,8,9,14,28,30,7,6293747,
15081,62,13,20,22,26,28,31,13,7344875,
15080,122,14,17,25,27,28,30,2,8449609,
15079,157,9,14,15,20,26,32,11,5184871,
15078,139,3,7,20,22,26,29,2,10000000,
15077,63,1,6,8,10,13,27,16,10000000,
15076,167,1,9,10,19,23,27,9,5282081,
15075,88,6,11,13,19,21,32,4,10000000,
15074,79,4,7,21,25,26,29,8,10000000,
15073,103,1,2,17,22,26,27,4,8090468,
15072,82,1,3,5,20,21,31,5,7815743,
15071,121,8,18,20,28,29,31,8,5327923,
15070,105,1,7,13,19,21,29,15,8752485,
15069,108,1,13,17,18,23,30,15,7071611,
15068,188,6,15,18,21,26,27,10,7021659,
15067,163,2,5,8,24,25,31,14,6415492,
15066,255,5,8,11,17,24,28,16,8176228,
15065,127,8,10,14,19,26,29,12,7823453,
15064,163,11,12,14,17,23,27,1,7430580,
15063,183,1,7,9,16,22,32,12,7072680,
15062,88,9,14,15,18,21,26,16,10000000,
15061,82,6,18,22,26,32,33,4,10000000,
15060,76,1,3,18,27,31,32,13,7855899,
15059,64,2,6,9,16,25,32,14,10000000,
15058,229,2,9,10,18,19,20,15,6861751,
15057,69,9,20,24,25,26,32,4,9523674,
15056,120,1,7,8,16,18,20,14,7629173,
15055,102,1,10,15,18,19,28,2,7550060,
15054,82,1,2,7,10,22,26,7,6362719,
15053,265,3,7,17,22,32,33,10,7062590,
15052,85,2,4,11,16,25,26,12,5756703,
15051,107,4,10,24,26,28,32,9,9394471,
15050,82,3,9,12,16,17,31,4,8472759,
15049,83,7,12,14,17,20,23,5,6471007,
15048,61,13,16,17,22,25,27,10,5759356,
15047,68,2,3,20,24,26,27,9,5599825,
15046,81,5,7,10,14,23,31,1,10000000,
15045,110,1,5,13,22,30,31,7,7425169,
15044,170,2,3,4,13,14,16,2,5156691,
15043,66,11,12,15,24,26,27,15,6547831,
15042,138,9,10,19,21,23,32,8,5598638,
15041,226,4,9,11,17,21,25,6,5645612,
15040,54,13,16,18,27,30,32,16,9819869,
15039,85,1,13,15,26,29,30,12,7136054,
15038,81,5,6,11,12,14,33,14,10000000,
15037,232,5,7,12,18,28,31,3,0,
15036,122,4,6,16,17,26,33,3,8932993,
15035,226,1,8,9,22,24,33,3,6360697,
15034,201,12,13,17,18,20,27,13,8430978,
15033,93,3,6,21,29,31,32,5,10000000,
15032,98,11,14,16,18,29,32,16,8138892,
15031,113,1,5,7,22,26,32,11,6554899,
15030,104,8,11,14,15,16,26,7,7887970,
15029,109,7,14,15,19,21,28,7,7243174,
15028,292,4,7,10,26,27,28,14,7403315,
15027,147,5,7,9,16,26,29,7,5000000,
15026,131,2,13,17,21,22,33,13,6166894,
15025,89,10,11,12,15,27,32,14,0,
15024,83,9,11,16,18,23,24,10,7884587,
15023,297,8,9,10,13,29,30,1,7263666,
15022,242,4,7,10,16,23,25,10,7943574,
15021,147,14,15,16,17,27,28,8,5736340,
15020,175,1,4,7,19,22,23,4,7958367,
15019,213,2,6,11,19,25,26,4,6636421,
15018,207,6,9,12,14,28,29,9,6306199,
15017,73,13,18,20,25,27,33,12,8393437,
15016,96,2,6,10,15,17,31,13,6855593,
15015,94,1,7,20,24,25,33,4,8041259,
15014,634,2,12,16,19,27,30,11,5079945,
15013,155,8,9,24,25,26,29,1,6841461,
15012,91,3,5,22,23,29,31,6,5752465,
15011,100,4,14,15,17,18,20,15,12000000,
15010,78,1,2,3,8,21,31,9,8682598,
15009,171,4,7,14,17,21,25,14,7600598,
15008,146,4,7,10,16,20,22,3,10114138,
15007,96,1,7,9,17,20,33,8,8148741,
15006,156,1,10,11,29,31,33,13,9466873,
15005,142,7,10,16,17,18,32,15,10254852,
15004,84,2,14,15,16,23,24,10,10408414,
15003,98,10,15,20,23,24,31,15,10593703,
15002,152,7,15,16,25,28,32,5,7372062,
15001,125,1,7,9,16,20,23,6,8455559,
14152,99,8,13,15,20,21,25,12,7133222,
14151,195,4,5,8,11,21,27,8,6578931,
14150,161,3,8,14,22,24,32,9,7717144,
14149,154,7,9,10,15,19,33,1,15000000,
14148,133,1,2,5,12,15,16,13,8710675,
14147,93,6,7,22,26,31,32,10,12241950,
14146,100,1,6,13,20,29,32,1,13333333,
14145,142,10,12,13,23,26,29,11,8297945,
14144,191,3,5,6,9,10,27,14,10122305,
14143,197,3,12,18,20,25,26,16,6998852,
14142,100,6,21,22,23,25,28,13,12000000,
14141,168,8,9,11,16,21,24,10,6335444,
14140,102,6,10,11,14,17,33,6,9914504,
14139,102,1,14,15,20,25,29,11,8062601,
14138,126,4,6,13,29,31,33,13,11482317,
14137,223,3,6,9,11,25,29,9,5906822,
14136,112,3,16,19,27,31,32,10,15000000,
14135,210,2,4,11,13,25,33,1,12500000,
14134,124,5,16,22,23,26,28,2,10031378,
14133,125,13,14,16,23,30,31,13,12006712,
14132,81,5,6,14,15,18,33,8,9132195,
14131,211,5,17,21,22,28,32,14,10041712,
14130,77,1,2,10,24,30,33,10,13333333,
14129,207,5,8,9,20,28,32,2,6428571,
14128,180,5,7,8,17,18,24,14,6000000,
14127,189,2,10,12,21,23,27,12,5666666,
14126,425,6,11,16,17,22,27,1,6067086,
14125,84,10,11,15,26,31,32,6,10893985,
14124,72,2,17,20,24,31,33,4,8333333,
14123,447,1,6,11,17,28,33,5,5504877,
14122,156,6,9,11,16,20,29,11,5951266,
14121,265,1,2,13,22,28,30,9,6326521,
14120,375,1,7,12,16,23,28,4,5924705,
14119,138,6,13,17,20,26,29,9,5570537,
14118,328,5,7,15,18,26,30,3,6427135,
14117,316,5,10,17,25,28,29,4,7417293,
14116,178,9,10,14,15,19,29,16,7738382,
14115,176,1,9,10,11,13,32,3,5206826,
14114,64,2,7,23,30,32,33,10,7655494,
14113,61,12,14,28,31,32,33,7,10000000,
14112,150,1,15,16,21,24,30,3,5556035,
14111,86,2,8,17,20,22,28,2,10000000,
14110,143,1,8,11,13,19,30,6,9300795,
14109,304,2,5,11,15,19,28,2,6744502,
14108,357,3,8,9,20,23,28,2,6392168,
14107,117,11,14,17,22,25,27,16,9244289,
14106,124,9,14,17,18,21,25,15,10000000,
14105,67,14,16,17,19,27,32,4,9151943,
14104,372,2,6,12,19,27,28,13,9351116,
14103,179,3,8,9,10,18,33,4,7120349,
14102,80,14,16,21,24,28,31,13,10000000,
14101,61,16,18,20,23,24,32,7,10000000,
14100,90,1,6,9,10,14,16,11,10000000,
14099,47,1,5,10,11,13,32,14,10000000,
14098,77,2,13,17,20,29,31,7,8502424,
14097,148,7,13,24,25,27,32,15,10000000,
14096,86,12,14,17,19,22,24,8,9824585,
14095,134,5,6,8,14,22,31,8,7265534,
14094,79,1,10,18,20,23,29,1,10000000,
14093,205,2,8,9,10,20,29,5,5209398,
14092,185,3,13,18,19,22,26,7,6633423,
14091,148,1,5,12,19,27,29,14,8264071,
14090,201,5,9,11,19,24,32,13,5909390,
14089,145,4,6,14,17,27,30,9,5545146,
14088,100,3,6,11,14,16,29,15,10000000,
14087,89,6,18,22,23,32,33,6,8003802,
14086,147,2,4,10,12,14,30,8,8140814,
14085,106,1,2,11,19,23,29,8,6219107,
14084,107,1,6,9,10,13,25,8,7345069,
14083,111,5,6,19,21,23,33,12,7954331,
14082,90,2,4,20,25,26,29,11,8166275,
14081,88,8,14,22,24,27,29,10,8256141,
14080,254,5,14,16,17,25,30,7,10000000,
14079,168,2,7,16,22,27,28,2,8316463,
14078,112,2,3,5,6,9,17,7,6628498,
14077,140,8,9,12,15,19,22,10,6647934,
14076,76,6,10,12,17,18,33,11,10000000,
14075,169,3,9,11,22,27,29,6,5641067,
14074,88,1,3,6,13,30,31,12,10000000,
14073,79,1,12,16,20,30,33,2,5000000,
14072,106,1,3,7,13,19,32,16,5000000,
14071,432,2,4,12,17,22,25,14,3043574,
14070,199,1,7,9,19,28,29,7,5398171,
14069,218,5,12,17,19,25,30,11,6146408,
14068,122,4,12,13,22,27,29,16,5000000,
14067,203,1,6,7,17,18,23,6,6218687,
14066,89,2,5,15,17,18,21,16,5000000,
14065,131,3,4,5,8,10,22,6,5000000,
14064,287,2,9,15,16,29,32,14,5000000,
14063,224,3,8,17,21,22,31,16,5000000,
14062,396,6,9,15,24,25,26,9,1557886,
14061,210,2,14,17,27,28,31,8,5000000,
14060,156,3,5,14,18,25,33,6,5000000,
14059,192,5,8,12,13,23,25,13,5000000,
14058,213,2,3,12,13,14,25,11,5136638,
14057,92,2,4,12,18,23,31,8,8117313,
14056,117,1,11,18,20,28,29,1,8207897,
14055,141,2,9,14,19,21,30,4,6995330,
14054,331,1,4,5,11,29,30,14,6152102,
14053,80,14,17,19,22,26,31,2,10000000,
14052,152,9,13,15,28,30,33,8,5815978,
14051,69,10,16,19,21,23,24,13,8087544,
14050,117,3,17,23,25,26,32,13,7990218,
14049,176,6,7,16,17,23,32,6,6218403,
14048,209,6,9,16,17,24,25,16,6699431,
